codigo_pliego;nombre_municipalidad;tipo;departamento;provincia;distrito
300187;MUNICIPALIDAD DISTRITAL DE LUCMA;MUNICIPALIDAD DISTRITAL;ANCASH;MARISCAL LUZURIAGA;LUCMA
300188;MUNICIPALIDAD DISTRITAL DE MUSGA;MUNICIPALIDAD DISTRITAL;ANCASH;MARISCAL LUZURIAGA;MUSGA
300189;MUNICIPALIDAD PROVINCIAL DE OCROS;MUNICIPALIDAD PROVINCIAL;ANCASH;OCROS;OCROS
300190;MUNICIPALIDAD DISTRITAL DE ACAS;MUNICIPALIDAD DISTRITAL;ANCASH;OCROS;ACAS
300191;MUNICIPALIDAD DISTRITAL DE CAJAMARQUILLA;MUNICIPALIDAD DISTRITAL;ANCASH;OCROS;CAJAMARQUILLA
300192;MUNICIPALIDAD DISTRITAL DE CARHUAPAMPA;MUNICIPALIDAD DISTRITAL;ANCASH;OCROS;CARHUAPAMPA
300193;MUNICIPALIDAD DISTRITAL DE COCHAS;MUNICIPALIDAD DISTRITAL;ANCASH;OCROS;COCHAS
300194;MUNICIPALIDAD DISTRITAL DE CONGAS;MUNICIPALIDAD DISTRITAL;ANCASH;OCROS;CONGAS
300195;MUNICIPALIDAD DISTRITAL DE LLIPA;MUNICIPALIDAD DISTRITAL;ANCASH;OCROS;LLIPA
300196;MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL DE RAJAN;MUNICIPALIDAD DISTRITAL;ANCASH;OCROS;SAN CRISTOBAL DE RAJAN
300197;MUNICIPALIDAD DISTRITAL DE SAN PEDRO;MUNICIPALIDAD DISTRITAL;ANCASH;OCROS;SAN PEDRO
300198;MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHILCAS;MUNICIPALIDAD DISTRITAL;ANCASH;OCROS;SANTIAGO DE CHILCAS
300199;MUNICIPALIDAD PROVINCIAL DE PALLASCA - CABANA;MUNICIPALIDAD PROVINCIAL;ANCASH;PALLASCA;CABANA
300200;MUNICIPALIDAD DISTRITAL DE BOLOGNESI;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;BOLOGNESI
300201;MUNICIPALIDAD DISTRITAL DE CONCHUCOS;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;CONCHUCOS
300202;MUNICIPALIDAD DISTRITAL DE HUACASCHUQUE;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;HUACASCHUQUE
300203;MUNICIPALIDAD DISTRITAL DE HUANDOVAL;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;HUANDOVAL
300204;MUNICIPALIDAD DISTRITAL DE LACABAMBA;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;LACABAMBA
300205;MUNICIPALIDAD DISTRITAL DE LLAPO;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;LLAPO
300206;MUNICIPALIDAD DISTRITAL DE PALLASCA;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;PALLASCA
300207;MUNICIPALIDAD DISTRITAL DE PAMPAS;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;PAMPAS
300208;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;SANTA ROSA
300209;MUNICIPALIDAD DISTRITAL DE TAUCA;MUNICIPALIDAD DISTRITAL;ANCASH;PALLASCA;TAUCA
300210;MUNICIPALIDAD PROVINCIAL DE POMABAMBA;MUNICIPALIDAD PROVINCIAL;ANCASH;POMABAMBA;POMABAMBA
300211;MUNICIPALIDAD DISTRITAL DE HUAYLLAN;MUNICIPALIDAD DISTRITAL;ANCASH;POMABAMBA;HUAYLLAN
300212;MUNICIPALIDAD DISTRITAL DE PAROBAMBA;MUNICIPALIDAD DISTRITAL;ANCASH;POMABAMBA;PAROBAMBA
300213;MUNICIPALIDAD DISTRITAL DE QUINUABAMBA;MUNICIPALIDAD DISTRITAL;ANCASH;POMABAMBA;QUINUABAMBA
300214;MUNICIPALIDAD PROVINCIAL DE RECUAY;MUNICIPALIDAD PROVINCIAL;ANCASH;RECUAY;RECUAY
300215;MUNICIPALIDAD DISTRITAL DE CATAC;MUNICIPALIDAD DISTRITAL;ANCASH;RECUAY;CATAC
300216;MUNICIPALIDAD DISTRITAL DE COTAPARACO;MUNICIPALIDAD DISTRITAL;ANCASH;RECUAY;COTAPARACO
300217;MUNICIPALIDAD DISTRITAL DE HUAYLLAPAMPA;MUNICIPALIDAD DISTRITAL;ANCASH;RECUAY;HUAYLLAPAMPA
300218;MUNICIPALIDAD DISTRITAL DE LLACLLIN;MUNICIPALIDAD DISTRITAL;ANCASH;RECUAY;LLACLLIN
300219;MUNICIPALIDAD DISTRITAL DE MARCA;MUNICIPALIDAD DISTRITAL;ANCASH;RECUAY;MARCA
300220;MUNICIPALIDAD DISTRITAL DE PAMPAS CHICO;MUNICIPALIDAD DISTRITAL;ANCASH;RECUAY;PAMPAS CHICO
300221;MUNICIPALIDAD DISTRITAL DE PARARIN;MUNICIPALIDAD DISTRITAL;ANCASH;RECUAY;PARARIN
300222;MUNICIPALIDAD DISTRITAL DE TAPACOCHA;MUNICIPALIDAD DISTRITAL;ANCASH;RECUAY;TAPACOCHA
300223;MUNICIPALIDAD DISTRITAL DE TICAPAMPA;MUNICIPALIDAD DISTRITAL;ANCASH;RECUAY;TICAPAMPA
300224;MUNICIPALIDAD PROVINCIAL DEL SANTA - CHIMBOTE;MUNICIPALIDAD PROVINCIAL;ANCASH;SANTA;CHIMBOTE
300225;MUNICIPALIDAD DISTRITAL DE CACERES DEL PERU;MUNICIPALIDAD DISTRITAL;ANCASH;SANTA;CACERES DEL PERU
300226;MUNICIPALIDAD DISTRITAL DE COISHCO;MUNICIPALIDAD DISTRITAL;ANCASH;SANTA;COISHCO
300227;MUNICIPALIDAD DISTRITAL DE MACATE;MUNICIPALIDAD DISTRITAL;ANCASH;SANTA;MACATE
300228;MUNICIPALIDAD DISTRITAL DE MORO;MUNICIPALIDAD DISTRITAL;ANCASH;SANTA;MORO
300229;MUNICIPALIDAD DISTRITAL DE NEPEÑA;MUNICIPALIDAD DISTRITAL;ANCASH;SANTA;NEPEÑA
300230;MUNICIPALIDAD DISTRITAL DE SAMANCO;MUNICIPALIDAD DISTRITAL;ANCASH;SANTA;SAMANCO
300231;MUNICIPALIDAD DISTRITAL DE SANTA;MUNICIPALIDAD DISTRITAL;ANCASH;SANTA;SANTA
300232;MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE;MUNICIPALIDAD DISTRITAL;ANCASH;SANTA;NUEVO CHIMBOTE
300233;MUNICIPALIDAD PROVINCIAL DE SIHUAS;MUNICIPALIDAD PROVINCIAL;ANCASH;SIHUAS;SIHUAS
300234;MUNICIPALIDAD DISTRITAL DE ACOBAMBA;MUNICIPALIDAD DISTRITAL;ANCASH;SIHUAS;ACOBAMBA
300235;MUNICIPALIDAD DISTRITAL DE ALFONSO UGARTE;MUNICIPALIDAD DISTRITAL;ANCASH;SIHUAS;ALFONSO UGARTE
300236;MUNICIPALIDAD DISTRITAL DE CASHAPAMPA;MUNICIPALIDAD DISTRITAL;ANCASH;SIHUAS;CASHAPAMPA
300237;MUNICIPALIDAD DISTRITAL DE CHINGALPO;MUNICIPALIDAD DISTRITAL;ANCASH;SIHUAS;CHINGALPO
300238;MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA;MUNICIPALIDAD DISTRITAL;ANCASH;SIHUAS;HUAYLLABAMBA
300239;MUNICIPALIDAD DISTRITAL DE QUICHES;MUNICIPALIDAD DISTRITAL;ANCASH;SIHUAS;QUICHES
300240;MUNICIPALIDAD DISTRITAL DE RAGASH;MUNICIPALIDAD DISTRITAL;ANCASH;SIHUAS;RAGASH
300241;MUNICIPALIDAD DISTRITAL DE SAN JUAN;MUNICIPALIDAD DISTRITAL;ANCASH;SIHUAS;SAN JUAN
300242;MUNICIPALIDAD DISTRITAL DE SICSIBAMBA;MUNICIPALIDAD DISTRITAL;ANCASH;SIHUAS;SICSIBAMBA
300243;MUNICIPALIDAD PROVINCIAL DE YUNGAY;MUNICIPALIDAD PROVINCIAL;ANCASH;YUNGAY;YUNGAY
300244;MUNICIPALIDAD DISTRITAL DE CASCAPARA;MUNICIPALIDAD DISTRITAL;ANCASH;YUNGAY;CASCAPARA
300245;MUNICIPALIDAD DISTRITAL DE MANCOS;MUNICIPALIDAD DISTRITAL;ANCASH;YUNGAY;MANCOS
300246;MUNICIPALIDAD DISTRITAL DE MATACOTO;MUNICIPALIDAD DISTRITAL;ANCASH;YUNGAY;MATACOTO
300247;MUNICIPALIDAD DISTRITAL DE QUILLO;MUNICIPALIDAD DISTRITAL;ANCASH;YUNGAY;QUILLO
300248;MUNICIPALIDAD DISTRITAL DE RANRAHIRCA;MUNICIPALIDAD DISTRITAL;ANCASH;YUNGAY;RANRAHIRCA
300249;MUNICIPALIDAD DISTRITAL DE SHUPLUY;MUNICIPALIDAD DISTRITAL;ANCASH;YUNGAY;SHUPLUY
300250;MUNICIPALIDAD DISTRITAL DE YANAMA;MUNICIPALIDAD DISTRITAL;ANCASH;YUNGAY;YANAMA
300251;MUNICIPALIDAD PROVINCIAL DE ABANCAY;MUNICIPALIDAD PROVINCIAL;APURIMAC;ABANCAY;ABANCAY
300252;MUNICIPALIDAD DISTRITAL DE CHACOCHE;MUNICIPALIDAD DISTRITAL;APURIMAC;ABANCAY;CHACOCHE
300253;MUNICIPALIDAD DISTRITAL DE CIRCA;MUNICIPALIDAD DISTRITAL;APURIMAC;ABANCAY;CIRCA
300254;MUNICIPALIDAD DISTRITAL DE CURAHUASI;MUNICIPALIDAD DISTRITAL;APURIMAC;ABANCAY;CURAHUASI
300255;MUNICIPALIDAD DISTRITAL DE HUANIPACA;MUNICIPALIDAD DISTRITAL;APURIMAC;ABANCAY;HUANIPACA
300256;MUNICIPALIDAD DISTRITAL DE LAMBRAMA;MUNICIPALIDAD DISTRITAL;APURIMAC;ABANCAY;LAMBRAMA
300257;MUNICIPALIDAD DISTRITAL DE PICHIRHUA;MUNICIPALIDAD DISTRITAL;APURIMAC;ABANCAY;PICHIRHUA
300258;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CACHORA;MUNICIPALIDAD DISTRITAL;APURIMAC;ABANCAY;SAN PEDRO DE CACHORA
300259;MUNICIPALIDAD DISTRITAL DE TAMBURCO;MUNICIPALIDAD DISTRITAL;APURIMAC;ABANCAY;TAMBURCO
300260;MUNICIPALIDAD PROVINCIAL DE ANDAHUAYLAS;MUNICIPALIDAD PROVINCIAL;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS
300261;MUNICIPALIDAD DISTRITAL DE ANDARAPA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;ANDARAPA
300262;MUNICIPALIDAD DISTRITAL DE CHIARA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;CHIARA
300263;MUNICIPALIDAD DISTRITAL DE HUANCARAMA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;HUANCARAMA
300264;MUNICIPALIDAD DISTRITAL DE HUANCARAY;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;HUANCARAY
300265;MUNICIPALIDAD DISTRITAL DE HUAYANA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;HUAYANA
300266;MUNICIPALIDAD DISTRITAL DE KISHUARA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;KISHUARA
300267;MUNICIPALIDAD DISTRITAL DE PACOBAMBA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;PACOBAMBA
300268;MUNICIPALIDAD DISTRITAL DE PACUCHA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;PACUCHA
300269;MUNICIPALIDAD DISTRITAL DE PAMPACHIRI;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;PAMPACHIRI
300270;MUNICIPALIDAD DISTRITAL DE POMACOCHA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;POMACOCHA
300271;MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CACHI;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI
300272;MUNICIPALIDAD DISTRITAL DE SAN JERONIMO;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;SAN JERONIMO
300273;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL CHACCRAMPA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;SAN MIGUEL DE CHACCRAMPA
300274;MUNICIPALIDAD DISTRITAL DE SANTA MARIA DE CHICMO;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO
300275;MUNICIPALIDAD DISTRITAL DE TALAVERA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;TALAVERA
300276;MUNICIPALIDAD DISTRITAL DE TUMAY HUARACA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;TUMAY HUARACA
300277;MUNICIPALIDAD DISTRITAL DE TURPO;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;TURPO
300278;MUNICIPALIDAD DISTRITAL DE KAQUIABAMBA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANDAHUAYLAS;KAQUIABAMBA
300279;MUNICIPALIDAD PROVINCIAL DE ANTABAMBA;MUNICIPALIDAD PROVINCIAL;APURIMAC;ANTABAMBA;ANTABAMBA
300280;MUNICIPALIDAD DISTRITAL DE EL ORO;MUNICIPALIDAD DISTRITAL;APURIMAC;ANTABAMBA;EL ORO
300281;MUNICIPALIDAD DISTRITAL DE HUAQUIRCA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANTABAMBA;HUAQUIRCA
300282;MUNICIPALIDAD DISTRITAL DE JUAN ESPINOZA MEDRANO;MUNICIPALIDAD DISTRITAL;APURIMAC;ANTABAMBA;JUAN ESPINOZA MEDRANO
300283;MUNICIPALIDAD DISTRITAL DE OROPESA;MUNICIPALIDAD DISTRITAL;APURIMAC;ANTABAMBA;OROPESA
300284;MUNICIPALIDAD DISTRITAL DE PACHACONAS;MUNICIPALIDAD DISTRITAL;APURIMAC;ANTABAMBA;PACHACONAS
300285;MUNICIPALIDAD DISTRITAL DE SABAINO;MUNICIPALIDAD DISTRITAL;APURIMAC;ANTABAMBA;SABAINO
300286;MUNICIPALIDAD PROVINCIAL DE AYMARAES - CHALHUANCA;MUNICIPALIDAD PROVINCIAL;APURIMAC;AYMARAES;CHALHUANCA
300287;MUNICIPALIDAD DISTRITAL DE CAPAYA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;CAPAYA
300288;MUNICIPALIDAD DISTRITAL DE CARAYBAMBA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;CARAYBAMBA
300289;MUNICIPALIDAD DISTRITAL DE CHAPIMARCA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;CHAPIMARCA
300290;MUNICIPALIDAD DISTRITAL DE COLCABAMBA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;COLCABAMBA
300291;MUNICIPALIDAD DISTRITAL DE COTARUSE;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;COTARUSE
300292;MUNICIPALIDAD DISTRITAL DE IHUAYLLO;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;IHUAYLLO
300293;MUNICIPALIDAD DISTRITAL DE JUSTO APU SAHUARAURA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;JUSTO APU SAHUARAURA
300294;MUNICIPALIDAD DISTRITAL DE LUCRE;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;LUCRE
300295;MUNICIPALIDAD DISTRITAL DE POCOHUANCA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;POCOHUANCA
300296;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE CHACÑA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;SAN JUAN DE CHACÑA
300297;MUNICIPALIDAD DISTRITAL DE SAÑAYCA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;SAÑAYCA
300298;MUNICIPALIDAD DISTRITAL DE SORAYA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;SORAYA
300299;MUNICIPALIDAD DISTRITAL DE TAPAIRIHUA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;TAPAIRIHUA
300300;MUNICIPALIDAD DISTRITAL DE TINTAY;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;TINTAY
300301;MUNICIPALIDAD DISTRITAL DE TORAYA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;TORAYA
300302;MUNICIPALIDAD DISTRITAL DE YANACA;MUNICIPALIDAD DISTRITAL;APURIMAC;AYMARAES;YANACA
300303;MUNICIPALIDAD PROVINCIAL DE COTABAMBAS - TAMBOBAMBA;MUNICIPALIDAD PROVINCIAL;APURIMAC;COTABAMBA;TAMBOBAMBA
300304;MUNICIPALIDAD DISTRITAL DE COTABAMBAS;MUNICIPALIDAD DISTRITAL;APURIMAC;COTABAMBA;COTABAMBAS
300305;MUNICIPALIDAD DISTRITAL DE COYLLURQUI;MUNICIPALIDAD DISTRITAL;APURIMAC;COTABAMBA;COYLLURQUI
300306;MUNICIPALIDAD DISTRITAL DE HAQUIRA;MUNICIPALIDAD DISTRITAL;APURIMAC;COTABAMBA;HAQUIRA
300307;MUNICIPALIDAD DISTRITAL DE MARA;MUNICIPALIDAD DISTRITAL;APURIMAC;COTABAMBA;MARA
300308;MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO;MUNICIPALIDAD DISTRITAL;APURIMAC;COTABAMBA;CHALLHUAHUACHO
300309;MUNICIPALIDAD PROVINCIAL DE CHINCHEROS;MUNICIPALIDAD PROVINCIAL;APURIMAC;CHINCHEROS;CHINCHEROS
300310;MUNICIPALIDAD DISTRITAL DE ANCO HUALLO;MUNICIPALIDAD DISTRITAL;APURIMAC;CHINCHEROS;ANCO_HUALLO
300311;MUNICIPALIDAD DISTRITAL DE COCHARCAS;MUNICIPALIDAD DISTRITAL;APURIMAC;CHINCHEROS;COCHARCAS
300312;MUNICIPALIDAD DISTRITAL DE HUACCANA;MUNICIPALIDAD DISTRITAL;APURIMAC;CHINCHEROS;HUACCANA
300313;MUNICIPALIDAD DISTRITAL DE OCOBAMBA;MUNICIPALIDAD DISTRITAL;APURIMAC;CHINCHEROS;OCOBAMBA
300314;MUNICIPALIDAD DISTRITAL DE ONGOY;MUNICIPALIDAD DISTRITAL;APURIMAC;CHINCHEROS;ONGOY
300315;MUNICIPALIDAD DISTRITAL DE URANMARCA;MUNICIPALIDAD DISTRITAL;APURIMAC;CHINCHEROS;URANMARCA
300316;MUNICIPALIDAD DISTRITAL DE RANRACANCHA;MUNICIPALIDAD DISTRITAL;APURIMAC;CHINCHEROS;RANRACANCHA
300317;MUNICIPALIDAD PROVINCIAL DE GRAU - CHUQUIBAMBILLA;MUNICIPALIDAD PROVINCIAL;APURIMAC;GRAU;CHUQUIBAMBILLA
300318;MUNICIPALIDAD DISTRITAL DE CURPAHUASI;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;CURPAHUASI
300319;MUNICIPALIDAD DISTRITAL DE GAMARRA;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;GAMARRA
300320;MUNICIPALIDAD DISTRITAL DE HUAYLLATI;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;HUAYLLATI
300321;MUNICIPALIDAD DISTRITAL DE MAMARA;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;MAMARA
300322;MUNICIPALIDAD DISTRITAL DE MICAELA BASTIDAS;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;MICAELA BASTIDAS
300323;MUNICIPALIDAD DISTRITAL DE PATAYPAMPA;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;PATAYPAMPA
300324;MUNICIPALIDAD DISTRITAL DE PROGRESO;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;PROGRESO
300325;MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;SAN ANTONIO
300326;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;SANTA ROSA
300327;MUNICIPALIDAD DISTRITAL DE TURPAY;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;TURPAY
300328;MUNICIPALIDAD DISTRITAL DE VILCABAMBA;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;VILCABAMBA
300329;MUNICIPALIDAD DISTRITAL DE VIRUNDO;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;VIRUNDO
300330;MUNICIPALIDAD DISTRITAL DE CURASCO;MUNICIPALIDAD DISTRITAL;APURIMAC;GRAU;CURASCO
300331;MUNICIPALIDAD PROVINCIAL DE AREQUIPA;MUNICIPALIDAD PROVINCIAL;AREQUIPA;AREQUIPA;AREQUIPA
300332;MUNICIPALIDAD DISTRITAL DE ALTO SELVA ALEGRE;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE
300333;MUNICIPALIDAD DISTRITAL DE CAYMA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;CAYMA
300334;MUNICIPALIDAD DISTRITAL DE CERRO COLORADO;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;CERRO COLORADO
300335;MUNICIPALIDAD DISTRITAL DE CHARACATO;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;CHARACATO
300336;MUNICIPALIDAD DISTRITAL DE CHIGUATA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;CHIGUATA
300337;MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;JACOBO HUNTER
300338;MUNICIPALIDAD DISTRITAL DE LA JOYA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;LA JOYA
300339;MUNICIPALIDAD DISTRITAL DE MARIANO MELGAR;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;MARIANO MELGAR
300340;MUNICIPALIDAD DISTRITAL DE MIRAFLORES;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;MIRAFLORES
300341;MUNICIPALIDAD DISTRITAL DE MOLLEBAYA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;MOLLEBAYA
300342;MUNICIPALIDAD DISTRITAL DE PAUCARPATA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;PAUCARPATA
300343;MUNICIPALIDAD DISTRITAL DE POCSI;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;POCSI
300344;MUNICIPALIDAD DISTRITAL DE POLOBAYA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;POLOBAYA
300345;MUNICIPALIDAD DISTRITAL DE QUEQUE¥A;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;QUEQUEÑA
300346;MUNICIPALIDAD DISTRITAL DE SABANDIA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;SABANDIA
300347;MUNICIPALIDAD DISTRITAL DE SACHACA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;SACHACA
300348;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SIGUAS;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS
300349;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;SAN JUAN DE TARUCANI
300350;MUNICIPALIDAD DISTRITAL DE SANTA ISABEL DE SIGUAS;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;SANTA ISABEL DE SIGUAS
300351;MUNICIPALIDAD DISTRITAL DE SANTA RITA DE SIGUAS;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS
300352;MUNICIPALIDAD DISTRITAL DE SOCABAYA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;SOCABAYA
300353;MUNICIPALIDAD DISTRITAL DE TIABAYA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;TIABAYA
300354;MUNICIPALIDAD DISTRITAL DE UCHUMAYO;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;UCHUMAYO
300355;MUNICIPALIDAD DISTRITAL DE VITOR;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;VITOR
300356;MUNICIPALIDAD DISTRITAL DE YANAHUARA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;YANAHUARA
300357;MUNICIPALIDAD DISTRITAL DE YARABAMBA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;YARABAMBA
300358;MUNICIPALIDAD DISTRITAL DE YURA;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;YURA
300359;MUNICIPALIDAD DISTRITAL DE JOSE LUIS BUSTAMANTE Y RIVERO;MUNICIPALIDAD DISTRITAL;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO
300360;MUNICIPALIDAD PROVINCIAL DE CAMANA;MUNICIPALIDAD PROVINCIAL;AREQUIPA;CAMANA;CAMANA
300361;MUNICIPALIDAD DISTRITAL DE JOSE MARIA QUIMPER;MUNICIPALIDAD DISTRITAL;AREQUIPA;CAMANA;JOSE MARIA QUIMPER
300362;MUNICIPALIDAD DISTRITAL DE MARIANO NICOLAS VALCARCEL;MUNICIPALIDAD DISTRITAL;AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL
300363;MUNICIPALIDAD DISTRITAL DE MARISCAL CACERES;MUNICIPALIDAD DISTRITAL;AREQUIPA;CAMANA;MARISCAL CACERES
300364;MUNICIPALIDAD DISTRITAL DE NICOLAS DE PIEROLA;MUNICIPALIDAD DISTRITAL;AREQUIPA;CAMANA;NICOLAS DE PIEROLA
300365;MUNICIPALIDAD DISTRITAL DE OCOÑA;MUNICIPALIDAD DISTRITAL;AREQUIPA;CAMANA;OCOÑA
300366;MUNICIPALIDAD DISTRITAL DE QUILCA;MUNICIPALIDAD DISTRITAL;AREQUIPA;CAMANA;QUILCA
300367;MUNICIPALIDAD DISTRITAL DE SAMUEL PASTOR;MUNICIPALIDAD DISTRITAL;AREQUIPA;CAMANA;SAMUEL PASTOR
300368;MUNICIPALIDAD PROVINCIAL DE CARAVELI;MUNICIPALIDAD PROVINCIAL;AREQUIPA;CARAVELI;CARAVELI
300369;MUNICIPALIDAD DISTRITAL DE ACARI;MUNICIPALIDAD DISTRITAL;AREQUIPA;CARAVELI;ACARI
300370;MUNICIPALIDAD DISTRITAL DE ATICO;MUNICIPALIDAD DISTRITAL;AREQUIPA;CARAVELI;ATICO
300371;MUNICIPALIDAD DISTRITAL DE ATIQUIPA;MUNICIPALIDAD DISTRITAL;AREQUIPA;CARAVELI;ATIQUIPA
300372;MUNICIPALIDAD DISTRITAL DE BELLA UNION;MUNICIPALIDAD DISTRITAL;AREQUIPA;CARAVELI;BELLA UNION
300373;MUNICIPALIDAD DISTRITAL DE CAHUACHO;MUNICIPALIDAD DISTRITAL;AREQUIPA;CARAVELI;CAHUACHO
